date,close,diff,open,high,low,volume
2001.08.23,2900.0,0.0,2900.0,2900.0,2900.0,765699.0
2001.08.24,2560.0,340.0,3030.0,3180.0,2560.0,2103590.0
2001.08.27,2260.0,300.0,2260.0,2450.0,2260.0,2878932.0
2001.08.28,2300.0,40.0,2300.0,2360.0,2210.0,1190377.0
2001.08.29,2030.0,270.0,2240.0,2280.0,2030.0,915199.0
2001.08.30,1960.0,70.0,1880.0,2050.0,1880.0,476550.0
2001.08.31,1790.0,170.0,1840.0,1940.0,1780.0,394548.0
2001.09.03,1800.0,10.0,1820.0,1860.0,1790.0,497948.0
2001.09.04,1790.0,10.0,1800.0,1820.0,1770.0,305640.0
2001.09.05,1760.0,30.0,1780.0,1790.0,1760.0,502326.0
2001.09.06,1770.0,10.0,1760.0,1790.0,1760.0,397355.0
2001.09.07,1760.0,10.0,1770.0,1790.0,1760.0,318891.0
2001.09.10,1770.0,10.0,1780.0,1780.0,1760.0,274740.0
2001.09.11,1760.0,10.0,1760.0,1770.0,1760.0,289677.0
2001.09.12,1770.0,10.0,1760.0,1820.0,1760.0,1349640.0
2001.09.13,1980.0,210.0,1770.0,1980.0,1770.0,758039.0
2001.09.14,1950.0,30.0,2150.0,2210.0,1850.0,950810.0
2001.09.17,1770.0,180.0,1950.0,2000.0,1770.0,401308.0
2001.09.18,1790.0,20.0,1850.0,1900.0,1780.0,258739.0
2001.09.19,1810.0,20.0,1810.0,1920.0,1790.0,756575.0
2001.09.20,1770.0,40.0,1880.0,1900.0,1770.0,475919.0
2001.09.21,1760.0,10.0,1770.0,1780.0,1760.0,1709249.0
2001.09.24,1730.0,30.0,1760.0,1960.0,1550.0,554062.0
2001.09.25,1590.0,140.0,1800.0,1820.0,1590.0,242361.0
2001.09.26,1570.0,20.0,1600.0,1700.0,1560.0,334658.0
2001.09.27,1580.0,10.0,1570.0,1650.0,1530.0,178997.0
2001.09.28,1580.0,0.0,1550.0,1630.0,1550.0,200128.0
2001.10.04,1690.0,110.0,1700.0,1720.0,1640.0,181896.0
2001.10.05,1640.0,50.0,1690.0,1690.0,1630.0,60190.0
2001.10.08,1660.0,20.0,1590.0,1690.0,1580.0,54326.0
2001.10.09,1710.0,50.0,1670.0,1760.0,1670.0,103904.0
2001.10.10,1900.0,190.0,1660.0,1900.0,1660.0,309084.0
2001.10.11,1920.0,20.0,1950.0,2040.0,1890.0,167686.0
2001.10.12,1800.0,120.0,1950.0,2000.0,1780.0,212676.0
2001.10.15,1780.0,20.0,1710.0,1830.0,1710.0,160598.0
2001.10.16,1900.0,120.0,1780.0,1900.0,1780.0,276177.0
2001.10.17,2120.0,220.0,1990.0,2120.0,1940.0,704061.0
2001.10.18,2150.0,30.0,2150.0,2280.0,2060.0,818166.0
2001.10.19,2140.0,10.0,2220.0,2250.0,2050.0,413470.0
2001.10.22,2160.0,20.0,2200.0,2200.0,2080.0,400668.0
2001.10.23,1970.0,190.0,2160.0,2250.0,1920.0,465832.0
2001.10.24,1900.0,70.0,1930.0,2000.0,1870.0,237564.0
2001.10.25,1890.0,10.0,1940.0,1950.0,1870.0,113401.0
2001.10.26,2040.0,150.0,1860.0,2060.0,1840.0,287521.0
2001.10.29,2080.0,40.0,2020.0,2170.0,1990.0,531625.0
2001.10.30,1880.0,200.0,2010.0,2010.0,1880.0,198874.0
2001.10.31,1920.0,40.0,1880.0,1930.0,1840.0,177461.0
2001.11.01,2080.0,160.0,1920.0,2110.0,1920.0,572997.0
2001.11.02,1990.0,90.0,2110.0,2140.0,1950.0,462117.0
2001.11.05,2080.0,90.0,2050.0,2220.0,2040.0,895843.0
2001.11.06,2040.0,40.0,2100.0,2110.0,2020.0,320638.0
2001.11.07,2010.0,30.0,2080.0,2140.0,2000.0,664942.0
2001.11.08,1970.0,40.0,2010.0,2090.0,1940.0,322970.0
2001.11.09,1950.0,20.0,1940.0,1980.0,1930.0,179693.0
2001.11.12,1930.0,20.0,1950.0,1990.0,1910.0,358329.0
2001.11.13,1930.0,0.0,1910.0,1950.0,1880.0,425093.0
2001.11.14,1990.0,60.0,1930.0,2020.0,1910.0,758680.0
2001.11.15,1930.0,60.0,1970.0,1980.0,1840.0,399042.0
2001.11.16,1850.0,80.0,1890.0,1920.0,1790.0,349113.0
2001.11.19,1800.0,50.0,1830.0,1850.0,1790.0,360018.0
2001.11.20,1740.0,60.0,1810.0,1830.0,1710.0,440976.0
2001.11.21,1740.0,0.0,1700.0,1770.0,1700.0,249827.0
2001.11.22,1760.0,20.0,1730.0,1790.0,1730.0,290387.0
2001.11.23,1720.0,40.0,1750.0,1780.0,1710.0,259710.0
2001.11.26,1620.0,100.0,1690.0,1750.0,1610.0,516822.0
2001.11.27,1630.0,10.0,1610.0,1680.0,1610.0,250801.0
2001.11.28,1570.0,60.0,1650.0,1670.0,1560.0,252324.0
2001.11.29,1630.0,60.0,1540.0,1650.0,1540.0,209779.0
2001.11.30,1740.0,110.0,1660.0,1740.0,1650.0,251978.0
2001.12.03,1670.0,70.0,1750.0,1750.0,1650.0,201690.0
2001.12.04,1700.0,30.0,1670.0,1730.0,1670.0,188484.0
2001.12.05,1690.0,10.0,1730.0,1730.0,1640.0,233765.0
2001.12.06,1660.0,30.0,1660.0,1720.0,1640.0,185044.0
2001.12.07,1680.0,20.0,1680.0,1700.0,1670.0,215575.0
2001.12.10,1630.0,50.0,1680.0,1710.0,1600.0,177197.0
2001.12.11,1640.0,10.0,1590.0,1650.0,1590.0,126898.0
2001.12.12,1830.0,190.0,1670.0,1830.0,1670.0,1467225.0
2001.12.13,1750.0,80.0,1780.0,1860.0,1730.0,905281.0
2001.12.14,1700.0,50.0,1750.0,1760.0,1670.0,400801.0
2001.12.17,1670.0,30.0,1700.0,1760.0,1650.0,326756.0
2001.12.18,1610.0,60.0,1680.0,1700.0,1610.0,282576.0
2001.12.19,1500.0,110.0,1640.0,1640.0,1500.0,234160.0
2001.12.20,1530.0,30.0,1450.0,1560.0,1450.0,145508.0
2001.12.21,1460.0,70.0,1450.0,1530.0,1450.0,122193.0
2001.12.24,1460.0,0.0,1420.0,1500.0,1420.0,106947.0
2001.12.26,1520.0,60.0,1420.0,1530.0,1420.0,120754.0
2001.12.27,1500.0,20.0,1490.0,1550.0,1490.0,50799.0
2001.12.28,1550.0,50.0,1550.0,1580.0,1500.0,136888.0
2002.01.02,1570.0,20.0,1550.0,1600.0,1550.0,187997.0
2002.01.03,1540.0,30.0,1590.0,1590.0,1520.0,107878.0
2002.01.04,1510.0,30.0,1540.0,1580.0,1510.0,189468.0
2002.01.07,1510.0,0.0,1520.0,1520.0,1480.0,153942.0
2002.01.08,1460.0,50.0,1520.0,1520.0,1450.0,163372.0
2002.01.09,1470.0,10.0,1450.0,1490.0,1450.0,108062.0
2002.01.10,1460.0,10.0,1490.0,1500.0,1450.0,220991.0
2002.01.11,1510.0,50.0,1480.0,1510.0,1460.0,190873.0
2002.01.14,1520.0,10.0,1500.0,1520.0,1470.0,268618.0
2002.01.15,1430.0,90.0,1520.0,1520.0,1370.0,258631.0
2002.01.16,1390.0,40.0,1440.0,1460.0,1390.0,129042.0
2002.01.17,1310.0,80.0,1360.0,1380.0,1250.0,237195.0
2002.01.18,1260.0,50.0,1310.0,1310.0,1250.0,409088.0
2002.01.21,1300.0,40.0,1260.0,1300.0,1230.0,117713.0
2002.01.22,1280.0,20.0,1310.0,1320.0,1280.0,201401.0
2002.01.23,1310.0,30.0,1250.0,1310.0,1250.0,202275.0
2002.01.24,1300.0,10.0,1320.0,1320.0,1270.0,339071.0
2002.01.25,1290.0,10.0,1280.0,1310.0,1250.0,281167.0
2002.01.28,1370.0,80.0,1290.0,1410.0,1290.0,438488.0
2002.01.29,1330.0,40.0,1370.0,1370.0,1300.0,203475.0
