date,close,diff,open,high,low,volume
1996.06.25,25100.0,0.0,25100.0,25500.0,25000.0,15830.0
1996.06.26,24400.0,700.0,25100.0,25900.0,24100.0,14720.0
1996.06.27,24100.0,300.0,24300.0,24300.0,23600.0,23030.0
1996.06.28,23500.0,600.0,24100.0,24300.0,23500.0,7040.0
1996.06.29,23000.0,500.0,23500.0,23500.0,22500.0,11560.0
1996.07.01,23500.0,500.0,23000.0,23500.0,23000.0,12620.0
1996.07.02,23800.0,300.0,23100.0,24500.0,23100.0,9680.0
1996.07.03,24300.0,500.0,24000.0,24900.0,23700.0,18910.0
1996.07.04,23900.0,400.0,24300.0,24800.0,23900.0,12330.0
1996.07.05,24100.0,200.0,24000.0,24500.0,23900.0,13780.0
1996.07.06,24600.0,500.0,24200.0,25000.0,24200.0,19920.0
1996.07.08,24400.0,200.0,24700.0,24800.0,24200.0,27840.0
1996.07.09,24900.0,500.0,23500.0,24900.0,23500.0,14220.0
1996.07.10,24600.0,300.0,25100.0,25200.0,24500.0,16090.0
1996.07.11,24500.0,100.0,24600.0,25300.0,24500.0,26700.0
1996.07.12,24100.0,400.0,24300.0,24500.0,24000.0,10170.0
1996.07.13,24700.0,600.0,23900.0,24700.0,23900.0,14410.0
1996.07.15,23800.0,900.0,24700.0,24700.0,23800.0,7810.0
1996.07.16,23300.0,500.0,23200.0,23700.0,22600.0,18980.0
1996.07.18,23300.0,0.0,23500.0,23700.0,23300.0,14380.0
1996.07.19,24000.0,700.0,23300.0,24000.0,23300.0,21940.0
1996.07.20,23900.0,100.0,24000.0,24000.0,23800.0,5170.0
1996.07.22,24000.0,100.0,23700.0,24400.0,23700.0,9970.0
1996.07.23,23800.0,200.0,24000.0,24300.0,23800.0,9370.0
1996.07.24,23800.0,0.0,23800.0,24200.0,23500.0,13480.0
1996.07.25,23100.0,700.0,23800.0,23800.0,23000.0,27290.0
1996.07.26,21800.0,1300.0,22600.0,22600.0,21800.0,16470.0
1996.07.27,20500.0,1300.0,20500.0,20900.0,20500.0,48640.0
1996.07.29,20800.0,300.0,20100.0,21200.0,20100.0,32000.0
1996.07.30,20300.0,500.0,20800.0,20800.0,19600.0,51390.0
1996.07.31,20300.0,0.0,20500.0,20600.0,19600.0,35940.0
1996.08.01,20500.0,200.0,20500.0,20800.0,20000.0,25670.0
1996.08.02,20100.0,400.0,20600.0,20700.0,20100.0,18340.0
1996.08.03,20000.0,100.0,19800.0,20300.0,19800.0,12360.0
1996.08.05,20400.0,400.0,19800.0,20600.0,19800.0,10380.0
1996.08.06,20600.0,200.0,20500.0,20600.0,20400.0,11190.0
1996.08.07,20700.0,100.0,20700.0,20800.0,20400.0,10280.0
1996.08.08,20600.0,100.0,21000.0,21000.0,20400.0,13320.0
1996.08.09,20600.0,0.0,20600.0,20700.0,20400.0,4730.0
1996.08.10,20800.0,200.0,20600.0,20800.0,20400.0,7480.0
1996.08.12,20800.0,0.0,20800.0,20800.0,20500.0,7620.0
1996.08.13,20300.0,500.0,20600.0,20800.0,20300.0,8810.0
1996.08.14,20100.0,200.0,20000.0,20200.0,20000.0,17950.0
1996.08.16,20100.0,0.0,20100.0,20100.0,20000.0,4810.0
1996.08.17,19800.0,300.0,20100.0,20100.0,19800.0,7070.0
1996.08.19,19200.0,600.0,19800.0,19800.0,19200.0,8310.0
1996.08.20,19000.0,200.0,18100.0,19900.0,18100.0,15870.0
1996.08.21,19200.0,200.0,19000.0,19700.0,18800.0,18110.0
1996.08.22,19200.0,0.0,19200.0,19600.0,19200.0,7350.0
1996.08.23,19200.0,0.0,19200.0,19600.0,19200.0,9210.0
1996.08.24,18800.0,400.0,19000.0,19200.0,18800.0,4120.0
1996.08.26,17700.0,1100.0,18600.0,18700.0,17700.0,21060.0
1996.08.27,17100.0,600.0,17900.0,17900.0,16800.0,19210.0
1996.08.28,17300.0,200.0,17300.0,17600.0,17100.0,13480.0
1996.08.29,18200.0,900.0,17300.0,18300.0,17200.0,18530.0
1996.08.30,18000.0,200.0,17700.0,18500.0,17700.0,18430.0
1996.08.31,18200.0,200.0,18100.0,18400.0,17700.0,8870.0
1996.09.02,18000.0,200.0,17300.0,18500.0,17300.0,6300.0
1996.09.03,17800.0,200.0,17100.0,18000.0,17100.0,5900.0
1996.09.04,18800.0,1000.0,17900.0,18800.0,17900.0,30780.0
1996.09.05,18600.0,200.0,19000.0,19100.0,18500.0,13220.0
1996.09.06,18100.0,500.0,18500.0,18500.0,17800.0,4900.0
1996.09.07,18300.0,200.0,18100.0,18300.0,17800.0,6010.0
1996.09.09,18700.0,400.0,18100.0,19300.0,18100.0,24250.0
1996.09.10,19000.0,300.0,19000.0,19300.0,18900.0,25620.0
1996.09.11,19000.0,0.0,19000.0,19500.0,18800.0,11100.0
1996.09.12,19000.0,0.0,19000.0,19300.0,18800.0,13690.0
1996.09.13,18800.0,200.0,18800.0,18800.0,18500.0,8840.0
1996.09.14,18500.0,300.0,17800.0,18600.0,17800.0,4510.0
1996.09.16,18300.0,200.0,18300.0,18800.0,18300.0,10850.0
1996.09.17,18100.0,200.0,18200.0,18200.0,17900.0,13460.0
1996.09.18,17900.0,200.0,18000.0,18600.0,17800.0,6060.0
1996.09.19,17700.0,200.0,17900.0,18000.0,17500.0,15590.0
1996.09.20,17600.0,100.0,17700.0,17800.0,17300.0,11670.0
1996.09.21,17700.0,100.0,17600.0,18600.0,17300.0,19290.0
1996.09.23,17900.0,200.0,17700.0,18000.0,17700.0,8060.0
1996.09.24,18000.0,100.0,17700.0,18000.0,17500.0,11670.0
1996.09.25,18200.0,200.0,17800.0,18400.0,17800.0,13510.0
1996.09.30,18200.0,0.0,18300.0,18300.0,17700.0,18750.0
1996.10.01,18000.0,200.0,18200.0,18200.0,17700.0,10650.0
1996.10.02,18100.0,100.0,18000.0,18300.0,17700.0,14510.0
1996.10.04,17700.0,400.0,17800.0,17900.0,17600.0,8010.0
1996.10.05,17400.0,300.0,17500.0,17900.0,17400.0,7240.0
1996.10.07,18000.0,600.0,17300.0,18200.0,17300.0,21190.0
1996.10.08,17800.0,200.0,17500.0,18100.0,17500.0,8890.0
1996.10.09,18800.0,1000.0,17600.0,18800.0,17600.0,44900.0
1996.10.10,19400.0,600.0,19400.0,19600.0,18900.0,51910.0
1996.10.11,19000.0,400.0,19400.0,19500.0,19000.0,42730.0
1996.10.12,19200.0,200.0,19200.0,19500.0,19200.0,27190.0
1996.10.14,19800.0,600.0,19500.0,20200.0,19500.0,42090.0
1996.10.15,19100.0,700.0,19800.0,20000.0,19100.0,20610.0
1996.10.16,19200.0,100.0,19300.0,19500.0,18800.0,29110.0
1996.10.17,19600.0,400.0,19300.0,20000.0,19200.0,73250.0
1996.10.18,19600.0,0.0,19700.0,20300.0,19000.0,98190.0
1996.10.19,20700.0,1100.0,19700.0,20700.0,19700.0,77170.0
1996.10.21,21900.0,1200.0,21500.0,21900.0,21500.0,196770.0
1996.10.22,20600.0,1300.0,21900.0,21900.0,20600.0,122500.0
1996.10.23,20300.0,300.0,20600.0,20900.0,20200.0,81080.0
